IIT Jodhpur,Chemical Engineering,4,9859
IIT Jodhpur,Chemistry with Specialization,4,4775
IIT Jodhpur,Civil and Infrastructure Engineering,4,8598
IIT Jodhpur,Computer Science and Engineering,4,16506
IIT Jodhpur,Electrical Engineering,4,13629
IIT Jodhpur,Materials Engineering,4,7130
IIT Jodhpur,Mechanical Engineering,4,12091
IIT Jodhpur,Physics with Specialization,4,5191
IIT Kanpur,Aerospace Engineering,4,14574
IIT Kanpur,Biological Sciences and Bioengineering,4,8048
IIT Kanpur,Chemical Engineering,4,14817
IIT Kanpur,Chemistry,4,5772
IIT Kanpur,Civil Engineering,4,14563
IIT Kanpur,Computer Science and Engineering,4,24363
IIT Kanpur,Earth Sciences,4,5866
IIT Kanpur,Economics,4,6644
IIT Kanpur,Electrical Engineering,4,21199
IIT Kanpur,Materials Science and Engineering,4,10097
IIT Kanpur,Mathematics and Scientific Computing,4,13390
IIT Kanpur,Mechanical Engineering,4,18612
IIT Kanpur,Physics,4,6220
IIT Kanpur,Statistics and Data Science,4,11794
IIT Kharagpur,Aerospace Engineering,4,14215
IIT Kharagpur,Agricultural and Food Engineering,4,7616
IIT Kharagpur,Applied Geology,4,5258
IIT Kharagpur,Architecture,5,279
IIT Kharagpur,Artificial Intelligence,4,20915
IIT Kharagpur,Biotechnology and Biochemical Engineering,4,8869
IIT Kharagpur,Chemical Engineering,4,15131
IIT Kharagpur,Chemistry,4,5557
IIT Kharagpur,Civil Engineering,4,14397
IIT Kharagpur,Computer Science and Engineering,4,24280
IIT Kharagpur,Economics,4,6737
IIT Kharagpur,Electrical Engineering,4,20551
IIT Kharagpur,Electronics and Electrical Communication Engineering,4,20193
IIT Kharagpur,Exploration Geophysics,4,5199
IIT Kharagpur,Industrial and Systems Engineering,4,8956
IIT Kharagpur,Instrumentation Engineering,4,9593
IIT Kharagpur,Manufacturing Science and Engineering,4,8911
IIT Kharagpur,Mathematics and Computing,4,14318
IIT Kharagpur,Mechanical Engineering,4,18401
IIT Kharagpur,Metallurgical and Materials Engineering,4,11483
IIT Kharagpur,Mining Engineering,4,8533
IIT Kharagpur,Ocean Engineering and Naval Architecture,4,8541
IIT Kharagpur,Physics,4,6237
IIT Madras,Aerospace Engineering,4,14165
IIT Madras,Aerospace Engineering,5,9505
IIT Madras,Artificial Intelligence and Data Analytics,4,20323
IIT Madras,Biological Engineering,4,7380
IIT Madras,Biological Science,4,5495
IIT Madras,Chemical Engineering,4,13841
IIT Madras,Civil Engineering,4,13901
IIT Madras,Computer Science and Engineering,4,23741
IIT Madras,Electrical Engineering,4,20350
IIT Madras,Engineering Design,5,7189
IIT Madras,Engineering Physics,4,9627
IIT Madras,Mechanical Engineering,4,17922
IIT Madras,Metallurgical and Materials Engineering,4,10485
IIT Madras,Naval Architecture and Ocean Engineering,4,8317
IIT Madras,Physics,5,5443
IIT Mandi,B.Tech in General Engineering,4,6417
IIT Mandi,B.Tech in Materials Science and Engineering,4,6892
IIT Mandi,B.Tech in Mathematics and Computing,4,11139
IIT Mandi,B.Tech in Microelectronics & VLSI,4,9090
IIT Mandi,Bio Engineering,4,6195
IIT Mandi,BS in Chemical Sciences,4,4692
IIT Mandi,Civil Engineering,4,9761
IIT Mandi,Computer Science and Engineering,4,16569
IIT Mandi,Data Science and Engineering,4,12676
IIT Mandi,Electrical Engineering,4,13139
IIT Mandi,Engineering Physics,4,7284
IIT Mandi,Mechanical Engineering,4,11810
IIT Palakkad,Civil Engineering,4,8311
IIT Palakkad,Computer Science and Engineering,4,12851
IIT Palakkad,Data Science and Engineering,4,10134
IIT Palakkad,Electrical Engineering,4,10173
IIT Palakkad,Mechanical Engineering,4,9534
IIT Patna,Artificial Intelligence and Data Science,4,13175
IIT Patna,B. Tech in CE. - M. Tech. in Geotechnical Engineering,5,4684
IIT Patna,B. Tech in CE. - M. Tech. in Structural Engineering,5,5333
IIT Patna,B. Tech. (CSE) and M.Tech in CSE,5,8007
IIT Patna,B. Tech. (ECE) -M. Tech. in VLSI,5,6860
IIT Patna,B. Tech. (EEE)-M. Tech. in (Power & Control),5,6223
IIT Patna,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing),5,7406
IIT Patna,B. Tech. (ME) - M. Tech. in Mechatronics,5,5884
IIT Patna,B.Tech (Artificial Intelligence and Data Science) - MBA in Digital Business Management (IIM Bodh Gaya),5,7642
IIT Patna,B.Tech (Chemical Engineering) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),5,4696
IIT Patna,B.Tech (Chemical Science and Technology) - MBA in Hospital and Health Care Management (IIM Bodh Gaya),5,4486
IIT Patna,B.Tech (Civil Engineering) - MBA (IIM Bodh Gaya),5,4987
IIT Patna,B.Tech (Computer Science and Engineering) - MBA in Digital Business Management (IIM Bodh Gaya),5,7433
IIT Patna,B.Tech (Electrical and Electronics Engineering) - MBA (IIM Bodh Gaya),5,6214
IIT Patna,B.Tech (Electronics and Communication Engineering) - MBA in Hospital and Healthcare Management (IIM Bodh Gaya),5,5726
IIT Patna,B.Tech (Engineering Physics) - MBA (IIM Bodh Gaya),5,4896
IIT Patna,B.Tech (Mathematics and Computing) - MBA in Digital Business Management (IIM Bodh Gaya),5,6365
IIT Patna,B.Tech (Mechanical Engineering) - MBA (IIM Mumbai),5,6075
IIT Patna,B.Tech (Metallurgical and Materials Engineering) - MBA (IIM Bodh Gaya),5,4873
IIT Patna,B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems,5,7511
IIT Patna,BS in Economics with MBA (IIM Bodh Gaya),5,3978
IIT Patna,Chemical Engineering,4,9127
IIT Patna,Chemical Science and Technology,4,6806
IIT Patna,Civil Engineering,4,9439
IIT Patna,Computer Science and Engineering,4,15482
IIT Patna,Economics,4,4338
IIT Patna,Electrical and Electronics Engineering,4,11400
IIT Patna,Electronics and Communication Engineering,4,13055
IIT Patna,Engineering Physics,4,6601
IIT Patna,Mathematics and Computing,4,10741
IIT Patna,Mechanical Engineering,4,10989
IIT Patna,Metallurgical and Materials Engineering,4,7227
IIT Roorkee,Architecture,5,285
IIT Roorkee,Biosciences and Bioengineering,4,8118
IIT Roorkee,Chemical Engineering,4,15016
IIT Roorkee,Chemical Sciences,5,5676
IIT Roorkee,Civil Engineering,4,15047
IIT Roorkee,Computer Science and Engineering,4,24292
IIT Roorkee,Data Science and Artificial Intelligence,4,20441
IIT Roorkee,Economics,5,5795
IIT Roorkee,Electrical Engineering,4,20810
IIT Roorkee,Electronics and Communication Engineering,4,22659
IIT Roorkee,Energy Engineering,4,9283
IIT Roorkee,Engineering Physics,4,9857
IIT Roorkee,Geological Technology,5,6045
IIT Roorkee,Geophysical Technology,5,5827
IIT Roorkee,Mathematics & Computing,5,11225
IIT Roorkee,Mechanical Engineering,4,18532
IIT Roorkee,Metallurgical and Materials Engineering,4,11110
IIT Roorkee,Physics,5,5468
IIT Roorkee,Production and Industrial Engineering,4,9731
IIT Ropar,Artificial Intelligence and Data Engineering,4,13764
IIT Ropar,Chemical Engineering,4,9716
IIT Ropar,Civil Engineering,4,9693
IIT Ropar,Computer Science and Engineering,4,16326
IIT Ropar,Electrical Engineering,4,13402
IIT Ropar,Engineering Physics,4,7134
IIT Ropar,Mathematics and Computing,4,11493
IIT Ropar,Mechanical Engineering,4,11811
IIT Ropar,Metallurgical and Materials Engineering,4,7746
IIT Tirupati,Chemical Engineering,4,8207
IIT Tirupati,Civil Engineering,4,8622
IIT Tirupati,Computer Science and Engineering,4,14048
IIT Tirupati,Electrical Engineering,4,11026
IIT Tirupati,Engineering Physics,4,5957
IIT Tirupati,Mechanical Engineering,4,10141
